-183.800, 80.200, 0.000,  0.000
-183.800, 80.200, 0.000,  0.050
-183.800, 80.200, 0.000,  0.100
-183.800, 80.200, 0.000,  0.150
-183.800, 80.200, 0.000,  0.200
-183.800, 80.200, 0.000,  0.250
-183.800, 80.200, 0.000,  0.300
-183.800, 80.200, 0.000,  0.350
-183.800, 80.200, 0.000,  0.400
-183.800, 80.200, 0.000,  0.450
-183.800, 80.200, 0.000,  0.500
-183.800, 80.200, 0.000,  0.550
-183.800, 80.200, 0.000,  0.600
-183.800, 80.200, 0.000,  0.650
-183.800, 80.200, 0.000,  0.700
-183.800, 80.200, 0.000,  0.750
-183.800, 80.200, 0.000,  0.800
-183.800, 80.200, 0.000,  0.850
-183.800, 80.200, 0.000,  0.900
-183.800, 80.200, 0.000,  0.950
-183.800, 80.200, 0.000,  1.000
-183.800, 80.200, 0.000,  1.050
-183.800, 80.200, 0.000,  1.100
-183.800, 80.200, 0.000,  1.150
-183.800, 80.200, 0.000,  1.200
-183.800, 80.200, 0.000,  1.250
-183.800, 80.200, 0.000,  1.300
-183.800, 80.200, 0.000,  1.350
-183.800, 80.200, 0.000,  1.400
-183.800, 80.200, 0.000,  1.450
-183.800, 80.200, 0.000,  1.500
-183.800, 80.200, 0.000,  1.550
-183.800, 80.200, -0.000,  1.600
-183.800, 80.200, 0.000,  1.650
-183.800, 80.200, -0.000,  1.700
-183.800, 80.200, 0.000,  1.750
-183.800, 80.200, 0.000,  1.800
-183.800, 80.200, -0.000,  1.850
-183.800, 80.200, 0.000,  1.900
-183.800, 80.200, -0.000,  1.950
-183.800, 80.200, 0.000,  2.000
-183.800, 80.200, -0.000,  2.050
-183.800, 80.200, 0.000,  2.100
-183.800, 80.200, -0.000,  2.150
-183.800, 80.200, -0.000,  2.200
-183.800, 80.200, -0.000,  2.250
-183.800, 80.200, 0.000,  2.300
-183.800, 80.200, -0.000,  2.350
-183.800, 80.200, -0.000,  2.400
-183.800, 80.200, -0.000,  2.450
-183.800, 80.200, 0.000,  2.500
-183.800, 80.200, 0.000,  2.550
-183.800, 80.200, -0.000,  2.600
-183.800, 80.200, -0.000,  2.650
-183.800, 80.200, -0.000,  2.700
-183.800, 80.200, -0.000,  2.750
-183.800, 80.200, -0.000,  2.800
-183.800, 80.200, -0.000,  2.850
-183.800, 80.200, -0.000,  2.900
-183.800, 80.200, -0.000,  2.950
-183.800, 80.200, 0.000,  3.000
-183.800, 80.200, 0.000,  3.050
-183.800, 80.200, 0.000,  3.100
-183.800, 80.200, 0.000,  3.150
-183.800, 80.200, 0.000,  3.200
-183.800, 80.200, 0.000,  3.250
-183.800, 80.200, 0.000,  3.300
-183.800, 80.200, 0.000,  3.350
-183.800, 80.200, -0.000,  3.400
-183.800, 80.200, 0.000,  3.450
-183.800, 80.200, 0.000,  3.500
-183.800, 80.200, 0.000,  3.550
-183.800, 80.200, 0.000,  3.600
-183.800, 80.200, 0.000,  3.650
-183.800, 80.200, 0.000,  3.700
-183.800, 80.200, 0.000,  3.750
-183.800, 80.200, 0.000,  3.800
-183.800, 80.200, 0.000,  3.850
-183.800, 80.200, 0.000,  3.900
-183.800, 80.200, 0.000,  3.950
-183.800, 80.200, -0.000,  4.000
-183.800, 80.200, 0.000,  4.050
-183.800, 80.200, 0.000,  4.100
-183.800, 80.200, 0.000,  4.150
-183.800, 80.200, 0.000,  4.200
-183.800, 80.200, 0.000,  4.250
-183.800, 80.200, 0.000,  4.300
-183.800, 80.200, -0.000,  4.350
-183.800, 80.200, 0.000,  4.400
-183.800, 80.200, 0.000,  4.450
-183.800, 80.200, 0.000,  4.500
-183.800, 80.200, 0.000,  4.550
-183.800, 80.200, 0.000,  4.600
-183.800, 80.200, -0.000,  4.650
-183.800, 80.200, -0.000,  4.700
-183.800, 80.200, -0.000,  4.750
-183.800, 80.200, -0.000,  4.800
-183.800, 80.200, -0.000,  4.850
-183.800, 80.200, -0.000,  4.900
-183.800, 80.200, -0.000,  4.950
-183.800, 80.200, -0.000,  5.000
-183.800, 80.200, 0.000,  5.050
-183.800, 80.200, 0.000,  5.100
-183.800, 80.200, 0.000,  5.150
-183.800, 80.200, 0.000,  5.200
-183.800, 80.200, -0.000,  5.250
-183.800, 80.200, -0.000,  5.300
-183.800, 80.200, -0.000,  5.350
-183.800, 80.200, -0.000,  5.400
-183.800, 80.200, -0.000,  5.450
-183.800, 80.200, 0.000,  5.500
-183.800, 80.200, 0.000,  5.550
-183.800, 80.200, 0.000,  5.600
-183.800, 80.200, 0.000,  5.650
-183.800, 80.200, 0.000,  5.700
-183.800, 80.200, 0.000,  5.750
-183.800, 80.200, 0.000,  5.800
-183.800, 80.200, -0.000,  5.850
-183.800, 80.200, 0.000,  5.900
-183.800, 80.200, 0.000,  5.950
-183.800, 80.200, 0.000,  6.000
-183.800, 80.200, 0.000,  6.050
-183.800, 80.200, 0.000,  6.100
-183.800, 80.200, 0.000,  6.150
-183.800, 80.200, 0.000,  6.200
-183.800, 80.200, 0.000,  6.250
-183.800, 80.200, 0.000,  6.300
-183.800, 80.200, 0.000,  6.350
-183.800, 80.200, -0.000,  6.400
-183.800, 80.200, 0.000,  6.450
-183.800, 80.200, 0.000,  6.500
-183.800, 80.200, -0.000,  6.550
-183.800, 80.200, 0.000,  6.600
-183.800, 80.200, -0.000,  6.650
-183.800, 80.200, 0.000,  6.700
-183.800, 80.200, -0.000,  6.750
-183.800, 80.200, -0.000,  6.800
-183.800, 80.200, -0.000,  6.850
-183.800, 80.200, -0.000,  6.900
-183.800, 80.200, -0.000,  6.950
-183.800, 80.200, -0.000,  7.000
-183.800, 80.200, -0.000,  7.050
-183.800, 80.200, -0.000,  7.100
-183.800, 80.200, 0.000,  7.150
-183.800, 80.200, 0.000,  7.200
-183.800, 80.200, 0.000,  7.250
-183.800, 80.200, 0.000,  7.300
-183.800, 80.200, -0.000,  7.350
-183.800, 80.200, -0.000,  7.400
-183.800, 80.200, -0.000,  7.450
-183.800, 80.200, -0.000,  7.500
-183.800, 80.200, 0.000,  7.550
-183.800, 80.200, -0.000,  7.600
-183.800, 80.200, -0.000,  7.650
-183.800, 80.200, -0.000,  7.700
-183.800, 80.200, -0.000,  7.750
-183.800, 80.200, -0.000,  7.800
-183.800, 80.200, -0.000,  7.850
-183.800, 80.200, -0.000,  7.900
-183.800, 80.200, 0.000,  7.950
-183.800, 80.200, -0.000,  8.000
-183.800, 80.200, -0.000,  8.050
-183.800, 80.200, 0.000,  8.100
-183.800, 80.200, -0.000,  8.150
-183.800, 80.200, -0.000,  8.200
-183.800, 80.200, -0.000,  8.250
-183.800, 80.200, -0.000,  8.300
-183.800, 80.200, -0.000,  8.350
-183.800, 80.200, 0.000,  8.400
-183.800, 80.200, 0.000,  8.450
-183.800, 80.200, 0.000,  8.500
-183.800, 80.200, 0.000,  8.550
-183.800, 80.200, 0.000,  8.600
-183.800, 80.200, 0.000,  8.650
-183.800, 80.200, -0.000,  8.700
-183.800, 80.200, -0.000,  8.750
-183.800, 80.200, 0.000,  8.800
-183.800, 80.200, 0.000,  8.850
-183.800, 80.200, 0.000,  8.900
-183.800, 80.200, 0.000,  8.950
-183.800, 80.200, -0.000,  9.000
-183.800, 80.200, 0.000,  9.050
-183.800, 80.200, 0.000,  9.100
-183.800, 80.200, -0.000,  9.150
-183.800, 80.200, 0.000,  9.200
-183.800, 80.200, 0.000,  9.250
-183.800, 80.200, 0.000,  9.300
-183.800, 80.200, 0.000,  9.350
-183.800, 80.200, 0.000,  9.400
-183.800, 80.200, 0.000,  9.450
-183.800, 80.200, 0.000,  9.500
-183.800, 80.200, 0.000,  9.550
-183.800, 80.200, 0.000,  9.600
-183.800, 80.200, -0.000,  9.650
-183.800, 80.200, -0.000,  9.700
-183.800, 80.200, -0.000,  9.750
-183.800, 80.200, -0.000,  9.800
-183.800, 80.200, -0.000,  9.850
-183.800, 80.200, -0.000,  9.900
-183.800, 80.200, -0.000,  9.950
-183.800, 80.200, -0.000, 10.000
-183.800, 80.200, 0.000, 10.050
-183.800, 80.200, 0.000, 10.100
-183.800, 80.200, 0.000, 10.150
-183.800, 80.200, 0.000, 10.200
-183.800, 80.200, -0.000, 10.250
-183.800, 80.200, -0.000, 10.300
-183.800, 80.200, -0.000, 10.350
-183.800, 80.200, -0.000, 10.400
-183.800, 80.200, -0.000, 10.450
-183.800, 80.200, -0.000, 10.500
-183.800, 80.200, -0.000, 10.550
-183.800, 80.200, -0.000, 10.600
-183.800, 80.200, -0.000, 10.650
-183.800, 80.200, -0.000, 10.700
-183.800, 80.200, -0.000, 10.750
-183.800, 80.200, 0.000, 10.800
-183.800, 80.200, 0.000, 10.850
-183.800, 80.200, -0.000, 10.900
-183.800, 80.200, -0.000, 10.950
-183.800, 80.200, -0.000, 11.000
-183.800, 80.200, 0.000, 11.050
-183.800, 80.200, -0.000, 11.100
-183.800, 80.200, -0.000, 11.150
