-183.800, 80.200, 0.000,  0.000
-183.800, 80.200, 0.000,  0.016
-183.800, 80.200, 0.000,  0.049
-183.800, 80.200, 0.000,  0.082
-183.800, 80.200, 0.000,  0.115
-183.800, 80.200, 0.000,  0.148
-183.800, 80.200, 0.000,  0.181
-183.800, 80.200, 0.000,  0.214
-183.800, 80.200, 0.000,  0.247
-183.800, 80.200, 0.000,  0.280
-183.800, 80.200, 0.000,  0.313
-183.800, 80.200, 0.000,  0.346
-183.800, 80.200, 0.000,  0.379
-183.800, 80.200, 0.000,  0.412
-183.800, 80.200, 0.000,  0.445
-183.800, 80.200, 0.000,  0.478
-183.800, 80.200, 0.000,  0.511
-183.800, 80.200, 0.000,  0.544
-183.800, 80.200, 0.000,  0.577
-183.800, 80.200, 0.000,  0.610
-183.800, 80.200, 0.000,  0.643
-183.800, 80.200, 0.000,  0.676
-183.800, 80.200, 0.000,  0.709
-183.800, 80.200, 0.000,  0.742
-183.800, 80.200, 0.000,  0.775
-183.800, 80.200, 0.000,  0.808
-183.800, 80.200, 0.000,  0.841
-183.800, 80.200, 0.000,  0.874
-183.800, 80.200, 0.000,  0.907
-183.800, 80.200, 0.000,  0.940
-183.800, 80.200, 0.000,  0.973
-183.800, 80.200, 0.000,  1.006
-183.800, 80.200, 0.000,  1.039
-183.800, 80.200, 0.000,  1.072
-183.800, 80.200, 0.000,  1.105
-183.800, 80.200, 0.000,  1.138
-183.800, 80.200, 0.000,  1.171
-183.800, 80.200, -0.000,  1.204
-183.800, 80.200, 0.000,  1.237
-183.800, 80.200, 0.000,  1.270
-183.800, 80.200, 0.000,  1.303
-183.800, 80.200, 0.000,  1.336
-183.800, 80.200, 0.000,  1.369
-183.800, 80.200, 0.000,  1.402
-183.800, 80.200, 0.000,  1.435
-183.800, 80.200, 0.000,  1.468
-183.800, 80.200, 0.000,  1.501
-183.800, 80.200, 0.000,  1.534
-183.800, 80.200, 0.000,  1.567
-183.800, 80.200, 0.000,  1.600
-183.800, 80.200, 0.000,  1.633
-183.800, 80.200, 0.000,  1.666
-183.800, 80.200, 0.000,  1.699
-183.800, 80.200, 0.000,  1.732
